#                 y                   p                 rho                 U_x                 U_y                 U_z
    0.0231763138075       88442.0398387      0.163247220668       2433.08032153       158.708160845    -0.0208535135761
    0.0233308158996       88417.2250199      0.163199515488       2433.05525505       159.013843962    -0.0171899959654
    0.0234853179916       88392.4102011      0.163151810308       2433.03018858        159.31952708    -0.0135264783547
    0.0236398200837       88367.5953822      0.163104105128        2433.0051221       159.625210197   -0.00986296074397
    0.0237943221757       88342.7805634      0.163056399948       2432.98005562       159.930893314   -0.00617438803561
    0.0239488242678       88317.9657446      0.163008694767       2432.95498915       160.236576432   -0.00247052134463
    0.0241033263598       88308.2645175      0.162988005823       2432.87926372       161.075007597   -0.00122721420111
    0.0242578284519       88330.5942824      0.163024581563       2432.69619152       163.042985942   -0.00520871792389
    0.0244123305439       88352.9240473      0.163061157303       2432.51311933       165.010964286   -0.00918695629304
     0.024566832636       88375.2538122      0.163097733043       2432.33004714       166.978942631    -0.0131250864209
     0.024721334728       88397.5835771      0.163134308783       2432.14697495       168.946920975    -0.0170632165488
    0.0248758368201       88419.9133419      0.163170884523       2431.96390275        170.91489932    -0.0210013466767
