record_type,time_ms,experiment_surface_temperature_C,cold_wall_contact_layer_temperature_C,cold_wall_contact_layer_temperature_K,cold_enthalpy_equivalent_temperature_C,cold_enthalpy_equivalent_temperature_K,cold_axial_node_mean_temperature_C,cold_axial_node_mean_temperature_K,cold_free_surface_temperature_C,cold_free_surface_temperature_K,cold_profile_active,cold_wall_state,cold_contact_area_m2,cold_frozen_area_m2,cold_solidification_contact_age_s
coldWall,8.098999999999998,,1163.1263157894737,1436.2763157894738,2045.589732131199,2318.739732131199,1779.6971232680157,2052.847123268016,2083.2989316904764,2356.4489316904765,1,1,0.0002656651777215302,0.0002656651777215302,0.00809821579605341
coldWall,8.149,,1163.3208366064414,1436.4708366064415,2045.5408684950253,2318.6908684950254,1779.6464438854496,2052.7964438854497,2083.091478747517,2356.2414787475172,1,1,0.0002656651777215302,0.0002656651777215302,0.00814822781831026
coldWall,8.199,,1163.538825608798,1436.6888256087982,2045.4921408324376,2318.6421408324377,1777.7401001568237,2050.890100156824,2082.8840249359905,2356.0340249359906,1,1,0.0002656651777215302,0.0002656651777215302,0.008198239840567112
coldWall,8.248999999999999,,1163.7795954438334,1436.9295954438335,2045.44353230651,2318.59353230651,1775.6966395829363,2048.8466395829364,2082.6765702558964,2355.8265702558965,1,1,0.0002656651777215302,0.0002656651777215302,0.008248251862823963
coldWall,8.299,,1164.0421641791045,1437.1921641791046,2045.3950418665886,2318.5450418665887,1773.7480408287588,2046.8980408287587,2082.469114707235,2355.619114707235,1,1,0.0002656651777215302,0.0002656651777215302,0.008298263885080814
coldWall,8.348999999999998,,1164.3246661429694,1437.4746661429695,2045.3466700409722,2318.4966700409723,1771.8844470511158,2045.0344470511159,2082.261658290006,2355.411658290006,1,1,0.0002656651777215302,0.0002656651777215302,0.008348275907337666
coldWall,8.399,,1164.6239591516105,1437.7739591516104,2045.2984189382573,2318.4484189382574,1770.097805876278,2043.2478058762779,2082.0542010033,2355.2042010033,1,1,0.0002656651777215302,0.0002656651777215302,0.008398287929594517
coldWall,8.449,,1164.9371956009427,1438.0871956009426,2045.2502683034431,2318.400268303443,1768.380640889989,2041.5306408899892,2081.846742848936,2354.9967428489363,1,1,0.0002656651777215302,0.0002656651777215302,0.008448299951851368
coldWall,8.498999999999999,,1165.2595640219952,1438.4095640219953,2045.2022294546077,2318.352229454608,1766.727281647186,2039.8772816471858,2081.6392838250954,2354.7892838250955,1,1,0.0002656651777215302,0.0002656651777215302,0.00849831197410822
coldWall,8.549,,1165.5882168106837,1438.7382168106835,2045.15430055348,2318.30430055348,1765.1329824636337,2038.2829824636335,2081.431823932687,2354.5818239326873,1,1,0.0002656651777215302,0.0002656651777215302,0.00854832399636507
coldWall,8.598999999999998,,1165.9171641791045,1439.0671641791046,2045.1064747657433,2318.2564747657434,1763.593209118144,2036.7432091181438,2081.2243631717115,2354.3743631717116,1,1,0.0002656651777215302,0.0002656651777215302,0.008598336018621922
coldWall,8.649,,1166.2440494893954,1439.3940494893952,2045.058760513034,2318.208760513034,1762.1046293762993,2035.2546293762994,2081.0169015421684,2354.1669015421685,1,1,0.0002656651777215302,0.0002656651777215302,0.008648348040878773
coldWall,8.699,,1166.5640612725847,1439.7140612725846,2045.011156484852,2318.161156484852,1760.6640600439132,2033.814060043913,2080.809439044058,2353.959439044058,1,1,0.0002656651777215302,0.0002656651777215302,0.008698360063135624
coldWall,8.749,,1166.8735663786333,1440.0235663786332,2044.9636590017294,2318.1136590017295,1759.2685555170633,2032.4185555170634,2080.6019756764704,2353.7519756764705,1,1,0.0002656651777215302,0.0002656651777215302,0.008748372085392475
coldWall,8.799,,1167.1693244304793,1440.3193244304791,2044.9162717502322,2318.0662717502323,1757.9157984502008,2031.0657984502009,2080.3945114403155,2353.5445114403155,1,1,0.0002656651777215302,0.0002656651777215302,0.008798384107649326
coldWall,8.848999999999998,,1167.448193244305,1440.5981932443049,2044.8689978906996,2318.0189978906997,1756.6038244914544,2029.7538244914545,2080.189203977168,2353.339203977168,1,1,0.0002656651777215302,0.0002656651777215302,0.008848396129906178
coldWall,8.899,,1167.7079143754909,1440.857914375491,2044.82185584217,2317.97185584217,1755.3313207872388,2028.481320787239,2079.9900366682755,2353.1400366682756,1,1,0.0002656651777215302,0.0002656651777215302,0.008898408152163029
coldWall,8.948999999999998,,1167.9461311861746,1441.0961311861745,2044.774822191488,2317.924822191488,1754.0957394502934,2027.2457394502933,2079.7908685581183,2352.9408685581184,1,1,0.0002656651777215302,0.0002656651777215302,0.00894842017441988
coldWall,8.999,,1168.161468970935,1441.3114689709348,2044.7279040437097,2317.87790404371,1752.8957175338555,2026.0457175338554,2079.5916996476058,2352.741699647606,1,1,0.0002656651777215302,0.0002656651777215302,0.008998432196676731
coldWall,9.049,,1168.352258444619,1441.502258444619,2044.681095349326,2317.831095349326,1751.729580501797,2024.8795805017971,2079.3925299358284,2352.5425299358285,1,1,0.0002656651777215302,0.0002656651777215302,0.009048444218933582
coldWall,9.099,,1168.5178122545171,1441.667812254517,2044.6343916364303,2317.7843916364304,1750.5958602475348,2023.745860247535,2079.193359424605,2352.3433594246053,1,1,0.0002656651777215302,0.0002656651777215302,0.009098456241190434
coldWall,9.149,,1168.6574430479182,1441.8074430479182,2044.5877921164406,2317.7377921164407,1749.4935042911447,2022.6435042911446,2078.9941881112077,2352.1441881112078,1,1,0.0002656651777215302,0.0002656651777215302,0.009148468263447285
coldWall,9.198999999999998,,1168.7709544383347,1441.9209544383345,2044.541300735907,2317.691300735907,1748.4213797438424,2021.5713797438423,2078.7950159983643,2351.9450159983644,1,1,0.0002656651777215302,0.0002656651777215302,0.009198480285704136
coldWall,9.248999999999999,,1168.858051846033,1442.008051846033,2044.4949261774614,2317.6449261774615,1747.3789563682512,2020.5289563682513,2078.5958430833466,2351.7458430833467,1,1,0.0002656651777215302,0.0002656651777215302,0.009248492307960987
coldWall,9.299,,1168.9193244304793,1442.0693244304791,2044.448666072628,2317.598666072628,1746.3650518189797,2019.5150518189796,2078.396669368883,2351.546669368883,1,1,0.0002656651777215302,0.0002656651777215302,0.009298504330217838
coldWall,9.349,,1168.9549685781617,1442.1049685781618,2044.4025177903054,2317.5525177903055,1745.3787606072606,2018.5287606072607,2078.1974948531547,2351.347494853155,1,1,0.0002656651777215302,0.0002656651777215302,0.00934851635247469
coldWall,9.399,,1168.9657698350352,1442.1157698350353,2044.3564710690862,2317.5064710690863,1744.418973717814,2017.568973717814,2077.9983195361615,2351.1483195361616,1,1,0.0002656651777215302,0.0002656651777215302,0.00939852837473154
coldWall,9.449,,1168.9525137470541,1442.1025137470542,2044.3105382737267,2317.460538273727,1743.485267137397,2016.6352671373968,2077.799143418813,2350.949143418813,1,1,0.0002656651777215302,0.0002656651777215302,0.009448540396988392
coldWall,9.498999999999999,,1168.9161822466613,1442.0661822466614,2044.2647241390523,2317.4147241390524,1742.5771667380818,2015.727166738082,2077.599966501109,2350.749966501109,1,1,0.0002656651777215302,0.0002656651777215302,0.009498552419245243
coldWall,9.548999999999998,,1168.8575608798114,1442.0075608798115,2044.21902997994,2317.36902997994,1741.6940020050001,2014.844002005,2077.4007887821404,2350.5507887821404,1,1,0.0002656651777215302,0.0002656651777215302,0.009548564441502094
coldWall,9.599,,1168.7778279654358,1441.9278279654359,2044.1734252762503,2317.3234252762504,1740.833796742079,2013.9837967420788,2077.196962753985,2350.3469627539853,1,1,0.0002656651777215302,0.0002656651777215302,0.009598576463758945
coldWall,9.649,,1168.6780636292224,1441.8280636292222,2044.1279189722582,2317.2779189722582,1739.996516816634,2013.1465168166342,2076.989484257863,2350.139484257863,1,1,0.0002656651777215302,0.0002656651777215302,0.009648588486015797
coldWall,9.699,,1168.5596425765907,1441.7096425765908,2044.0825313250493,2317.2325313250494,1739.182235339133,2012.332235339133,2076.782004893173,2349.932004893173,1,1,0.0002656651777215302,0.0002656651777215302,0.009698600508272648
coldWall,9.748999999999999,,1168.4239395129616,1441.5739395129615,2044.0372652275519,2317.187265227552,1738.390536921364,2011.5405369213638,2076.574524659916,2349.724524659916,1,1,0.0002656651777215302,0.0002656651777215302,0.009748612530529499
coldWall,9.799,,1168.2722309505107,1441.4222309505105,2043.9921093654948,2317.142109365495,1737.620397447732,2010.770397447732,2076.3670435571817,2349.5170435571818,1,1,0.0002656651777215302,0.0002656651777215302,0.00979862455278635
coldWall,9.849,,1168.1054006284367,1441.2554006284367,2043.9470582131626,2317.0970582131627,1736.8711300973446,2010.0211300973447,2076.15956158588,2349.30956158588,1,1,0.0002656651777215302,0.0002656651777215302,0.009848636575043201
coldWall,9.899,,1167.9249214454044,1441.0749214454045,2043.9021301859216,2317.0521301859217,1736.142799492764,2009.2927994927638,2075.9520787451015,2349.1020787451016,1,1,0.0002656651777215302,0.0002656651777215302,0.009898648597300053
coldWall,9.949,,1167.732462686567,1440.8824626865671,2043.857320809815,2317.007320809815,1735.4349834050863,2008.5849834050862,2075.7445950357555,2348.8945950357556,1,1,0.0002656651777215302,0.0002656651777215302,0.009948660619556904
coldWall,9.998999999999999,,1167.528809897879,1440.678809897879,2042.1063367749043,2315.2563367749044,1734.7468066668475,2007.8968066668476,2075.5371104569326,2348.6871104569327,1,1,0.0002656651777215302,0.0002656651777215302,0.009998672641813755
