time_s,count,median,mean,p25,p75,normal_speed_median_m_s
2.4200000358227265,818,0.20476168885597179,0.90936053779318304,0.069330635152299869,0.5905167187474627,0.20170150545785348
2.4300000352741398,791,0.15372746916041782,0.55983950599699028,0.052461336977057127,0.46336656818358368,0.16166803770619531
2.4400000090353351,828,0.20489251642092188,0.7239929929024348,0.061463442651445994,0.56228147394068628,0.19224771406480917
2.4499999643790789,845,0.22668904401369711,0.80659924821228801,0.067321382109695474,0.56128769331729922,0.2167697863942892
2.4600000109870366,863,0.28862584394503604,0.80520943175268755,0.091724875166844869,0.66033253415304893,0.25642517955396177
2.4700000023285829,880,0.24078889206550352,1.0419628271604813,0.083433292912321447,0.63924485536894704,0.22468394822557661
2.479999982114697,829,0.23570670668658844,0.8622536468740557,0.07732279456033947,0.67132690045220123,0.21526416637449775
2.4899999717471624,848,0.21394097503085957,0.62241929769972026,0.077666690763193755,0.57300909944270073,0.20383233300352999
2.4999999740006698,785,0.21472783168696022,0.85311322659383759,0.068842574709470167,0.55771353782561151,0.20310357031494014
2.5100000120592214,892,0.23044143214591178,0.8863806778264306,0.08404676504481573,0.59785043411235295,0.21500293601724885
2.5199999986613379,831,0.21192443253659193,0.83839934280433093,0.058775992098402563,0.59069874748539497,0.19971359640924308
2.5300000351718848,868,0.19400427933247943,0.67023101937502572,0.066512968178727108,0.56108014024453468,0.19460270649570277
2.5400000162927765,826,0.21433246512607007,0.59262002091002297,0.07147389453546163,0.53561033892891929,0.21530941243095206
2.5499999737688341,756,0.19285687994311951,0.59550076909323768,0.064608545681342194,0.51145639408399601,0.19332505958651161
2.5600000134695859,855,0.23499745017534718,0.77332252799882717,0.071379639473822226,0.66311262036244212,0.21460289913204925
2.5699999648535052,838,0.21837916775714855,1.0432947748141139,0.068299142049818309,0.53997320207152988,0.19860395530692176
2.5800000227479241,834,0.16882342226850869,0.68191926751425247,0.054543935455643414,0.4614277167462088,0.16578540315963872
2.5899999863358398,813,0.1699768718556687,0.81729124019924471,0.056771485719753219,0.51007207715126612,0.17032937042773438
2.600000022745482,814,0.19895235281810081,0.6607735971739459,0.070630999086700993,0.56066538974721303,0.18809972053690555
