r_m,cpu_pressure_pa,cpu_mach,tadmor_pressure_pa,tadmor_mach,kurganov_pressure_pa,kurganov_mach,hlle_pressure_pa,hlle_mach,hllc_pressure_pa,hllc_mach,roe_pressure_pa,roe_mach,hllem_pressure_pa,hllem_mach,hllc_adc_pressure_pa,hllc_adc_mach,slau2_pressure_pa,slau2_mach,slau2_2_pressure_pa,slau2_2_mach
0.0205497782427,88341.7433691,3.0249918915235,89595.403056983,2.94651425471544,86341.998071833,3.0089888945734,86335.28946672,3.00929474685454,86687.752335813,3.00675014181663,85844.508183101,3.02662864590071,86278.96870539,3.01759272650249,86668.869822774,3.00685988467052,88216.746923253,2.98498463929145,88486.409386414,2.97994125133141
0.0207042803347,88363.8905327,3.02490583267848,89596.591078686,2.94634438159788,86341.178160785,3.00888057964076,86334.396689705,3.00918539986865,86677.88162673,3.00710945199634,85849.696339182,3.02640848714449,86278.324140311,3.01749424511832,86648.475373696,3.00730641956198,88226.578235184,2.98528191183866,88474.999601973,2.98073398361426
0.0208587824268,88386.0376962,3.0248214112948,89597.779100389,2.94617505282604,86340.358249737,3.00877281923228,86333.50391269,3.00907660751821,86668.010917646,3.00746937552095,85854.884495264,3.02618887672792,86277.679575232,3.01739631818835,86628.080924617,3.00775362222362,88236.409547116,2.98557973472626,88463.589817533,2.98152742149122
0.0210132845188,88408.1848598,3.02473862738761,89598.967122092,2.94600626847607,86339.538338689,3.00866561343681,86332.611135675,3.00896836989191,86658.140208563,3.0078299125334,85860.072651346,3.02596981466475,86277.035010152,3.01729894563949,86607.686475538,3.00820149309292,88246.240859047,2.98587810778435,88452.180033092,2.98232156502925
0.0211677866109,88430.3320234,3.02465748093768,89600.155143795,2.94583802862328,86338.718427641,3.00855896234309,86331.71835866,3.00886068707817,86648.26949948,3.00819106317576,85865.260807427,3.02575130096789,86276.390445073,3.01720212739821,86587.29202646,3.00865003260722,88256.072170979,2.98617703084331,88440.770248652,2.98311641429533
0.0213222887029,88443.7212179,3.02457297200202,89597.936188376,2.94571553236791,86336.56559287,3.0084413805751,86329.530263341,3.00874246945201,86644.237374879,3.00838008040758,85861.073308457,3.02578325655832,86275.250160765,3.01709461855748,86576.791610178,3.00887568457973,88263.35175099,2.9865333180935,88425.5026881,2.98398974404143
0.021476790795,88436.3095709,3.02447828261016,89587.625403489,2.94570097715728,86331.246963005,3.00829711536661,86324.265688653,3.00859850838619,86654.072331936,3.00815946131652,85834.617916538,3.02640955160369,86272.932505634,3.01696098901501,86589.790273364,3.00857107746884,88264.570773853,2.98702514241079,88401.072616238,2.98504869920059
0.021631292887,88428.8979238,3.02438531907781,89577.314618602,2.9456870366,86325.928333139,3.00815346768051,86319.001113965,3.00845516487879,86663.907288993,3.00793951376897,85808.162524618,3.02703671931709,86270.614850502,3.01682796367238,86602.788936551,3.00826719442506,88265.789796717,2.9875175918437,88376.642544375,2.98610866717297
0.0217857949791,88421.4862767,3.02429408143361,89567.003833716,2.94567371086241,86320.609703274,3.00801043763421,86313.736539277,3.00831243904784,86673.74224605,3.00772023753626,85781.707132699,3.02766476021086,86268.297195371,3.01669554247448,86615.787599738,3.00796403529858,88267.00881958,2.98801066628554,88352.212472513,2.98716964830831
0.0219402970711,88414.0746297,3.02420456965384,89556.693048829,2.9456610001105,86315.291073409,3.00786802534516,86308.471964589,3.00817033101122,86683.577203107,3.00750163238957,85755.25174078,3.02829367479775,86265.979540239,3.0165637253652,86628.786262924,3.00766159993906,88268.227842444,2.98850436562967,88327.78240065,2.9882316429564
